ScoreID,DriverID,ScoreMonth,ScoreYear,StartingScore,TotalPenalty,HarshBrakingCount,SpeedingCount,FatigueWarningCount,CriticalEventCount,FinalScore,RequiresCoaching,AssignmentBlocked
302,23,5,2026,100,15,0,1,0,0,85,False,False
303,23,6,2021,100,20,0,0,1,0,80,False,False
304,23,6,2024,100,5,0,0,0,0,95,False,False
305,23,6,2025,100,10,0,0,0,0,90,False,False
306,23,7,2024,100,10,0,1,0,0,90,False,False
307,23,8,2019,100,20,0,0,0,0,80,False,False
308,23,9,2019,100,10,1,0,0,0,90,False,False
309,23,9,2021,100,10,1,0,0,0,90,False,False
310,23,9,2024,100,30,1,0,1,0,70,False,False
311,23,10,2019,100,20,0,0,1,0,80,False,False
312,23,10,2020,100,10,0,1,0,0,90,False,False
313,23,10,2021,100,10,0,1,0,0,90,False,False
314,23,10,2023,100,20,1,1,0,0,80,False,False
315,23,10,2024,100,50,0,1,2,0,50,True,False
316,23,10,2025,100,10,0,1,0,0,90,False,False
317,23,10,2026,100,10,0,1,0,0,90,False,False
318,23,11,2022,100,10,0,0,0,0,90,False,False
319,23,11,2023,100,20,0,2,0,0,80,False,False
320,23,11,2024,100,10,1,0,0,0,90,False,False
321,23,11,2026,100,15,0,1,0,0,85,False,False
322,23,12,2019,100,10,0,1,0,0,90,False,False
323,24,1,2020,100,10,0,1,0,0,90,False,False
324,24,2,2026,100,20,1,1,0,0,80,False,False
325,24,3,2019,100,10,0,1,0,0,90,False,False
326,24,4,2019,100,10,0,1,0,0,90,False,False
327,24,5,2026,100,10,1,0,0,0,90,False,False
328,24,6,2020,100,10,0,1,0,0,90,False,False
329,24,7,2020,100,10,0,1,0,0,90,False,False
330,24,7,2026,100,5,0,0,0,0,95,False,False
331,24,12,2025,100,15,0,0,0,0,85,False,False
332,25,1,2024,100,10,0,0,0,0,90,False,False
333,25,2,2026,100,20,0,0,1,0,80,False,False
334,25,3,2024,100,10,0,1,0,0,90,False,False
335,25,3,2026,100,10,0,0,0,0,90,False,False
336,25,4,2024,100,10,0,1,0,0,90,False,False
337,25,4,2025,100,10,1,0,0,0,90,False,False
338,25,5,2024,100,20,0,0,1,0,80,False,False
339,25,5,2026,100,10,0,0,0,0,90,False,False
340,25,6,2018,100,10,0,1,0,0,90,False,False
341,25,6,2026,100,20,0,0,1,0,80,False,False
342,25,7,2018,100,20,1,1,0,0,80,False,False
343,25,7,2026,100,10,0,1,0,0,90,False,False
344,25,8,2017,100,10,1,0,0,0,90,False,False
345,25,8,2018,100,30,0,1,1,0,70,False,False
346,25,9,2017,100,10,0,1,0,0,90,False,False
347,25,9,2025,100,5,0,0,0,0,95,False,False
348,25,10,2017,100,20,0,2,0,0,80,False,False
349,25,10,2018,100,20,0,1,0,0,80,False,False
350,25,10,2025,100,10,0,1,0,0,90,False,False
351,25,11,2017,100,10,0,1,0,0,90,False,False
352,25,11,2023,100,10,0,1,0,0,90,False,False
353,25,11,2025,100,20,0,0,1,0,80,False,False
354,25,12,2017,100,5,0,0,0,0,95,False,False
355,25,12,2023,100,10,1,0,0,0,90,False,False
356,25,12,2025,100,10,1,0,0,0,90,False,False
357,26,2,2023,100,10,0,1,0,0,90,False,False
358,26,3,2025,100,20,0,0,1,0,80,False,False
359,26,4,2025,100,5,0,0,0,0,95,False,False
360,26,5,2021,100,10,0,1,0,0,90,False,False
361,26,5,2024,100,10,0,1,0,0,90,False,False
362,26,6,2024,100,10,0,1,0,0,90,False,False
363,26,7,2024,100,10,0,1,0,0,90,False,False
364,26,7,2026,100,25,0,0,0,0,75,False,False
365,26,8,2024,100,10,0,0,0,0,90,False,False
366,26,8,2025,100,5,0,0,0,0,95,False,False
367,26,10,2021,100,20,0,0,1,0,80,False,False
368,26,10,2022,100,10,1,0,0,0,90,False,False
369,26,11,2022,100,30,1,0,0,0,70,False,False
370,26,12,2022,100,10,0,1,0,0,90,False,False
371,27,1,2017,100,10,0,1,0,0,90,False,False
372,27,1,2021,100,20,1,0,0,0,80,False,False
373,27,1,2027,100,20,0,0,0,0,80,False,False
374,27,2,2017,100,40,1,2,0,0,60,True,False
375,27,2,2022,100,30,0,0,1,0,70,False,False
376,27,3,2017,100,25,2,0,0,0,75,False,False
377,27,3,2021,100,50,0,2,0,0,50,True,False
378,27,3,2027,100,5,0,0,0,0,95,False,False
379,27,4,2017,100,20,0,0,1,0,80,False,False
380,27,4,2020,100,10,0,0,0,0,90,False,False
381,27,4,2021,100,10,0,0,0,0,90,False,False
382,27,4,2022,100,10,0,0,0,0,90,False,False
383,27,4,2027,100,5,0,0,0,0,95,False,False
384,27,5,2017,100,20,0,0,1,0,80,False,False
385,27,5,2023,100,10,0,1,0,0,90,False,False
386,27,5,2027,100,10,0,0,0,0,90,False,False
387,27,6,2020,100,20,1,0,0,0,80,False,False
388,27,6,2022,100,10,0,1,0,0,90,False,False
389,27,7,2017,100,5,0,0,0,0,95,False,False
390,27,7,2020,100,5,0,0,0,0,95,False,False
391,27,8,2020,100,20,0,1,0,0,80,False,False
392,27,8,2027,100,10,0,0,0,0,90,False,False
393,27,9,2017,100,10,1,0,0,0,90,False,False
394,27,10,2022,100,10,1,0,0,0,90,False,False
395,27,11,2016,100,20,0,1,0,0,80,False,False
396,27,11,2022,100,20,0,0,1,0,80,False,False
397,27,12,2016,100,10,1,0,0,0,90,False,False
398,28,2,2019,100,10,1,0,0,0,90,False,False
399,28,2,2025,100,10,1,0,0,0,90,False,False
400,28,3,2018,100,5,0,0,0,0,95,False,False
401,28,5,2018,100,10,0,1,0,0,90,False,False
402,28,5,2026,100,10,1,0,0,0,90,False,False
403,28,6,2017,100,20,0,1,0,0,80,False,False
404,28,6,2025,100,20,0,0,0,0,80,False,False
405,28,7,2017,100,70,0,3,1,0,30,True,True
406,28,7,2026,100,10,0,0,0,0,90,False,False
407,28,8,2018,100,10,0,0,0,0,90,False,False
408,28,9,2018,100,20,0,0,0,0,80,False,False
409,28,10,2018,100,25,2,0,0,0,75,False,False
410,28,10,2025,100,10,0,1,0,0,90,False,False
411,28,11,2017,100,40,0,0,1,0,60,True,False
412,28,11,2018,100,10,0,1,0,0,90,False,False
413,28,11,2025,100,10,0,0,0,0,90,False,False
414,28,12,2017,100,10,0,0,0,0,90,False,False
415,32,1,2020,100,20,0,1,0,0,80,False,False
416,32,1,2024,100,10,0,1,0,0,90,False,False
417,32,2,2018,100,15,0,0,0,0,85,False,False
418,32,2,2025,100,5,0,0,0,0,95,False,False
419,32,3,2023,100,30,0,0,1,0,70,False,False
420,32,4,2021,100,10,0,1,0,0,90,False,False
421,32,4,2024,100,10,0,0,0,0,90,False,False
422,32,4,2026,100,20,0,0,1,0,80,False,False
423,32,5,2020,100,20,0,0,0,0,80,False,False
424,32,5,2023,100,10,0,0,0,0,90,False,False
425,32,5,2024,100,15,0,1,0,0,85,False,False
426,32,6,2018,100,10,0,1,0,0,90,False,False
427,32,6,2020,100,10,0,1,0,0,90,False,False
428,32,6,2021,100,10,0,1,0,0,90,False,False
429,32,6,2023,100,10,0,1,0,0,90,False,False
430,32,6,2026,100,25,1,1,0,0,75,False,False
431,32,6,2027,100,10,0,1,0,0,90,False,False
432,32,7,2017,100,15,0,1,0,0,85,False,False
433,32,7,2020,100,20,0,2,0,0,80,False,False
434,32,7,2026,100,25,0,2,0,0,75,False,False
435,32,8,2017,100,20,0,0,1,0,80,False,False
436,32,8,2020,100,10,0,1,0,0,90,False,False
437,32,8,2021,100,10,0,1,0,0,90,False,False
438,32,8,2024,100,20,0,0,1,0,80,False,False
439,32,9,2021,100,10,0,0,0,0,90,False,False
440,32,10,2017,100,25,0,0,1,0,75,False,False
441,32,10,2020,100,5,0,0,0,0,95,False,False
442,32,10,2023,100,10,0,1,0,0,90,False,False
443,32,10,2026,100,10,0,1,0,0,90,False,False
444,32,11,2017,100,20,0,1,0,0,80,False,False
445,32,11,2018,100,10,0,1,0,0,90,False,False
446,32,11,2024,100,10,0,0,0,0,90,False,False
447,32,12,2017,100,10,0,1,0,0,90,False,False
448,32,12,2019,100,5,0,0,0,0,95,False,False
449,32,12,2020,100,20,0,0,1,0,80,False,False
450,32,12,2022,100,10,1,0,0,0,90,False,False
451,32,12,2023,100,5,0,0,0,0,95,False,False
452,32,12,2024,100,10,0,1,0,0,90,False,False
453,33,1,2017,100,20,0,1,0,0,80,False,False
454,33,1,2025,100,10,0,1,0,0,90,False,False
455,33,1,2026,100,10,1,0,0,0,90,False,False
456,33,3,2026,100,5,0,0,0,0,95,False,False
457,33,7,2025,100,10,1,0,0,0,90,False,False
458,33,8,2022,100,5,0,0,0,0,95,False,False
459,33,8,2025,100,10,0,0,0,0,90,False,False
460,33,9,2023,100,10,1,0,0,0,90,False,False
461,33,9,2025,100,5,0,0,0,0,95,False,False
462,33,10,2016,100,10,1,0,0,0,90,False,False
463,33,10,2023,100,20,0,0,1,0,80,False,False
464,33,10,2025,100,5,0,0,0,0,95,False,False
465,33,11,2016,100,15,0,0,0,0,85,False,False
466,33,11,2023,100,20,0,0,1,0,80,False,False
467,33,11,2024,100,5,0,0,0,0,95,False,False
468,33,11,2025,100,5,0,0,0,0,95,False,False
469,33,12,2016,100,10,0,1,0,0,90,False,False
470,33,12,2022,100,15,0,0,0,0,85,False,False
471,34,1,2018,100,10,1,0,0,0,90,False,False
472,34,1,2023,100,10,0,1,0,0,90,False,False
473,34,1,2026,100,5,0,0,0,0,95,False,False
474,34,2,2019,100,10,1,0,0,0,90,False,False
475,34,2,2020,100,20,0,1,0,0,80,False,False
476,34,3,2018,100,10,0,0,0,0,90,False,False
477,34,3,2020,100,10,1,0,0,0,90,False,False
478,34,3,2023,100,20,1,1,0,0,80,False,False
479,34,4,2017,100,10,0,1,0,0,90,False,False
480,34,4,2020,100,10,0,1,0,0,90,False,False
481,34,4,2023,100,30,0,1,0,0,70,False,False
482,34,5,2017,100,10,0,0,0,0,90,False,False
483,34,5,2022,100,10,0,1,0,0,90,False,False
484,34,5,2026,100,10,0,0,0,0,90,False,False
485,34,6,2017,100,15,0,1,0,0,85,False,False
486,34,6,2018,100,10,1,0,0,0,90,False,False
487,34,6,2023,100,15,1,0,0,0,85,False,False
488,34,6,2026,100,10,0,1,0,0,90,False,False
489,34,7,2022,100,30,0,0,1,0,70,False,False
490,34,7,2026,100,5,0,0,0,0,95,False,False
491,34,8,2018,100,10,1,0,0,0,90,False,False
492,34,8,2019,100,20,0,0,1,0,80,False,False
493,34,8,2022,100,20,0,0,1,0,80,False,False
494,34,8,2023,100,5,0,0,0,0,95,False,False
495,34,9,2017,100,10,0,1,0,0,90,False,False
496,34,9,2019,100,15,0,0,0,0,85,False,False
497,34,9,2020,100,10,0,1,0,0,90,False,False
498,34,9,2022,100,10,0,0,0,0,90,False,False
499,34,9,2023,100,10,0,1,0,0,90,False,False
500,34,10,2018,100,10,0,0,0,0,90,False,False
501,34,10,2021,100,30,0,0,0,0,70,False,False
502,34,10,2022,100,10,1,0,0,0,90,False,False
503,34,11,2020,100,20,0,0,1,0,80,False,False
504,34,12,2017,100,10,0,1,0,0,90,False,False
505,34,12,2018,100,10,1,0,0,0,90,False,False
506,34,12,2020,100,20,0,2,0,0,80,False,False
507,34,12,2022,100,10,0,1,0,0,90,False,False
508,34,12,2025,100,20,0,0,1,0,80,False,False
509,35,1,2024,100,10,0,1,0,0,90,False,False
510,35,1,2025,100,10,0,0,0,0,90,False,False
