ActivityID,JobID,ActivityNo,ActivityTypeID,DiagnosticResult,RepeatFault,WarrantyIndicator,ActivityStatus
55,15,2,12,Normal wear detected,True,False,Completed
56,15,3,1,Normal wear detected,True,False,Completed
57,15,4,3,Electrical fault identified,True,False,Completed
58,15,5,12,Engine oil replacement,False,False,In Progress
59,16,1,11,Normal wear detected,True,False,Completed
60,16,2,5,Brake system inspection,True,False,Completed
61,16,3,5,Routine preventive maintenance,True,False,Completed
62,17,1,1,Cooling system checked,True,False,Completed
63,17,2,12,Electrical fault identified,True,False,Completed
64,17,3,2,Engine oil replacement,True,False,Completed
65,17,4,2,Electrical fault identified,True,False,Pending
66,17,5,12,Brake system inspection,True,False,Pending
67,18,1,2,Electrical fault identified,True,False,Completed
68,18,2,4,Brake system inspection,True,True,Completed
69,18,3,9,Engine oil replacement,True,False,Completed
70,18,4,3,Cooling system checked,True,False,Completed
71,19,1,2,Cooling system checked,False,False,Completed
72,19,2,2,Tyre replacement required,True,False,Completed
73,19,3,11,Engine oil replacement,True,False,In Progress
74,19,4,6,Tyre replacement required,False,False,Completed
75,19,5,2,Cooling system checked,True,False,Pending
76,20,1,7,Routine preventive maintenance,True,False,Pending
77,20,2,4,Normal wear detected,True,False,Completed
78,20,3,6,Engine oil replacement,True,False,Completed
79,20,4,4,Electrical fault identified,False,False,Completed
80,20,5,2,Engine oil replacement,True,False,Completed
81,21,1,6,Normal wear detected,True,False,Completed
82,21,2,6,Electrical fault identified,True,False,In Progress
83,21,3,11,Brake system inspection,True,False,Pending
84,21,4,11,Brake system inspection,True,True,In Progress
85,21,5,1,Engine oil replacement,True,False,In Progress
86,21,6,7,Electrical fault identified,True,False,Completed
87,22,1,4,Routine preventive maintenance,True,False,Completed
88,22,2,1,Cooling system checked,False,False,Completed
89,22,3,3,Engine oil replacement,True,False,Completed
90,22,4,11,Electrical fault identified,False,False,Completed
91,22,5,10,Tyre replacement required,True,False,Completed
92,22,6,7,Cooling system checked,True,False,In Progress
93,23,1,8,Engine oil replacement,True,False,In Progress
94,23,2,9,Normal wear detected,True,False,Completed
95,23,3,8,Electrical fault identified,True,False,Completed
96,24,1,4,Electrical fault identified,False,False,Completed
97,24,2,2,Engine oil replacement,True,False,Pending
98,25,1,5,Brake system inspection,True,False,Completed
99,25,2,5,Normal wear detected,True,False,In Progress
100,25,3,11,Cooling system checked,True,False,Completed
101,25,4,7,Normal wear detected,False,False,Completed
102,25,5,3,Brake system inspection,True,False,Completed
103,25,6,6,Electrical fault identified,True,True,Pending
104,26,1,12,Brake system inspection,True,False,Completed
105,26,2,4,Normal wear detected,True,False,Completed
106,26,3,9,Electrical fault identified,True,False,Completed
107,26,4,10,Brake system inspection,True,False,Pending
108,26,5,6,Normal wear detected,True,False,Pending
109,27,1,6,Routine preventive maintenance,True,False,Completed
110,27,2,9,Brake system inspection,True,False,Completed
111,27,3,3,Normal wear detected,False,False,In Progress
112,27,4,6,Routine preventive maintenance,False,False,Completed
113,28,1,8,Electrical fault identified,False,False,Completed
114,28,2,12,Engine oil replacement,True,False,Completed
115,28,3,8,Cooling system checked,True,False,Completed
116,28,4,12,Tyre replacement required,True,False,Completed
117,28,5,2,Normal wear detected,True,False,In Progress
118,29,1,8,Normal wear detected,False,False,Completed
119,29,2,7,Normal wear detected,True,False,Completed
120,30,1,5,Cooling system checked,True,False,Pending
121,30,2,2,Routine preventive maintenance,True,False,In Progress
122,30,3,2,Brake system inspection,True,False,Completed
123,31,1,4,Tyre replacement required,True,False,Completed
124,31,2,10,Brake system inspection,True,False,Completed
125,31,3,7,Tyre replacement required,True,False,Pending
126,31,4,4,Engine oil replacement,True,False,Completed
127,31,5,9,Electrical fault identified,False,False,Completed
128,31,6,3,Normal wear detected,True,True,Pending
129,32,1,7,Electrical fault identified,True,False,Completed
130,32,2,12,Cooling system checked,True,False,Completed
131,32,3,3,Routine preventive maintenance,True,False,Completed
132,32,4,7,Engine oil replacement,True,False,In Progress
133,33,1,12,Cooling system checked,False,False,Completed
134,33,2,10,Brake system inspection,True,False,Completed
135,33,3,2,Tyre replacement required,True,False,Completed
136,34,1,10,Cooling system checked,True,False,Completed
137,34,2,4,Normal wear detected,False,False,Completed
138,34,3,9,Routine preventive maintenance,True,False,Pending
139,34,4,3,Brake system inspection,True,False,Completed
140,34,5,2,Engine oil replacement,True,False,Completed
141,34,6,1,Normal wear detected,True,False,Completed
142,35,1,3,Electrical fault identified,True,False,Completed
143,35,2,12,Routine preventive maintenance,True,False,In Progress
144,35,3,8,Brake system inspection,True,False,In Progress
145,36,1,1,Cooling system checked,True,False,Completed
146,36,2,2,Cooling system checked,True,False,Completed
147,36,3,1,Normal wear detected,True,False,In Progress
148,36,4,9,Normal wear detected,True,False,Completed
149,37,1,1,Normal wear detected,True,False,Pending
150,37,2,1,Normal wear detected,True,False,In Progress
151,37,3,1,Tyre replacement required,True,False,Completed
152,37,4,8,Tyre replacement required,True,False,Completed
153,37,5,9,Cooling system checked,True,False,Completed
154,38,1,8,Routine preventive maintenance,True,False,Completed
155,38,2,4,Cooling system checked,False,False,Completed
156,38,3,4,Routine preventive maintenance,True,False,Pending
157,38,4,3,Normal wear detected,True,False,In Progress
158,38,5,5,Cooling system checked,True,False,Completed
159,38,6,5,Normal wear detected,True,False,Completed
160,39,1,8,Brake system inspection,True,False,Completed
161,39,2,9,Brake system inspection,True,False,Completed
162,39,3,5,Normal wear detected,True,False,Completed
163,39,4,11,Engine oil replacement,True,False,In Progress
164,39,5,6,Engine oil replacement,True,False,Completed
165,40,1,5,Tyre replacement required,True,False,Completed
166,40,2,4,Routine preventive maintenance,True,False,Completed
167,40,3,8,Brake system inspection,True,False,Completed
168,40,4,5,Normal wear detected,True,False,In Progress
169,41,1,12,Tyre replacement required,True,False,Completed
170,41,2,5,Cooling system checked,True,False,In Progress
171,42,1,8,Electrical fault identified,True,False,Pending
172,42,2,4,Electrical fault identified,True,False,Completed
173,42,3,2,Electrical fault identified,True,True,Completed
174,42,4,10,Routine preventive maintenance,False,False,Completed
175,43,1,4,Routine preventive maintenance,False,False,Completed
176,43,2,10,Brake system inspection,True,False,Completed
177,43,3,10,Tyre replacement required,False,False,Completed
178,43,4,10,Normal wear detected,False,True,Completed
179,43,5,11,Normal wear detected,False,False,Completed
180,44,1,9,Normal wear detected,True,True,Pending
181,44,2,9,Cooling system checked,False,False,Completed
182,45,1,11,Cooling system checked,True,False,Completed
183,45,2,11,Electrical fault identified,True,False,Completed
184,45,3,2,Normal wear detected,True,True,Pending
185,45,4,4,Routine preventive maintenance,True,False,Completed
186,46,1,9,Tyre replacement required,True,False,Completed
187,46,2,6,Engine oil replacement,False,True,Completed
188,46,3,3,Brake system inspection,False,False,Completed
189,47,1,8,Engine oil replacement,True,False,Completed
190,47,2,10,Normal wear detected,True,False,Completed
191,48,1,7,Engine oil replacement,True,False,Completed
192,48,2,6,Engine oil replacement,True,True,Completed
193,48,3,8,Tyre replacement required,False,False,Completed
194,49,1,1,Engine oil replacement,False,False,Completed
195,49,2,10,Brake system inspection,True,False,In Progress
196,50,1,12,Engine oil replacement,True,True,Completed
197,50,2,5,Electrical fault identified,True,False,Completed
198,50,3,3,Tyre replacement required,True,False,Completed
199,50,4,4,Routine preventive maintenance,True,False,In Progress
200,50,5,3,Electrical fault identified,False,False,Completed
201,51,1,9,Normal wear detected,True,False,Completed
202,51,2,12,Electrical fault identified,True,False,Pending
203,51,3,12,Cooling system checked,True,False,Pending
204,51,4,6,Tyre replacement required,False,False,Completed
205,51,5,2,Tyre replacement required,True,False,Completed
206,52,1,11,Tyre replacement required,False,False,Completed
207,52,2,1,Routine preventive maintenance,True,False,Completed
208,53,1,7,Electrical fault identified,True,False,Completed
209,53,2,12,Cooling system checked,True,False,Completed
210,53,3,4,Cooling system checked,True,False,Completed
211,53,4,4,Routine preventive maintenance,False,False,Pending
212,54,1,6,Engine oil replacement,True,False,Completed
213,54,2,11,Brake system inspection,True,False,Completed
214,54,3,7,Routine preventive maintenance,False,False,In Progress
215,54,4,6,Routine preventive maintenance,True,True,Completed
216,54,5,8,Brake system inspection,True,False,Completed
217,55,1,2,Cooling system checked,True,False,Completed
218,55,2,2,Engine oil replacement,True,False,Completed
219,55,3,4,Routine preventive maintenance,True,True,Completed
220,55,4,10,Brake system inspection,True,False,Pending
221,56,1,7,Electrical fault identified,True,False,Completed
222,56,2,12,Routine preventive maintenance,True,False,Pending
223,56,3,12,Brake system inspection,False,False,Completed
224,56,4,3,Electrical fault identified,True,False,Completed
225,57,1,7,Cooling system checked,True,False,Completed
226,57,2,10,Electrical fault identified,True,False,Pending
227,57,3,11,Electrical fault identified,True,False,Completed
228,57,4,2,Tyre replacement required,True,False,Completed
229,57,5,4,Brake system inspection,True,False,In Progress
230,58,1,3,Brake system inspection,True,False,Pending
231,58,2,5,Routine preventive maintenance,True,False,Completed
232,58,3,8,Tyre replacement required,True,False,Completed
233,58,4,7,Cooling system checked,True,False,Completed
234,59,1,5,Engine oil replacement,True,False,Completed
235,59,2,12,Cooling system checked,True,False,Completed
236,59,3,11,Routine preventive maintenance,False,False,Completed
237,60,1,5,Normal wear detected,True,False,Completed
238,60,2,7,Tyre replacement required,True,False,In Progress
239,60,3,10,Normal wear detected,True,False,Completed
240,60,4,12,Cooling system checked,True,False,In Progress
241,61,1,1,Engine oil replacement,False,False,Completed
242,61,2,2,Normal wear detected,True,False,Completed
243,62,1,2,Cooling system checked,True,False,In Progress
244,62,2,8,Electrical fault identified,True,False,Completed
245,63,1,10,Cooling system checked,False,False,Completed
246,63,2,3,Electrical fault identified,False,False,Pending
247,64,1,6,Brake system inspection,True,False,Completed
248,64,2,1,Normal wear detected,True,False,In Progress
249,65,1,6,Routine preventive maintenance,False,True,In Progress
250,65,2,12,Normal wear detected,False,False,Completed
251,66,1,7,Engine oil replacement,True,False,Completed
252,66,2,12,Engine oil replacement,True,False,Completed
253,67,1,5,Engine oil replacement,True,True,Completed
254,67,2,11,Routine preventive maintenance,True,False,In Progress
255,67,3,7,Cooling system checked,True,True,In Progress
256,68,1,5,Brake system inspection,True,False,Completed
257,68,2,12,Engine oil replacement,True,False,In Progress
258,68,3,1,Brake system inspection,True,False,In Progress
259,69,1,11,Normal wear detected,False,True,Completed
260,69,2,9,Cooling system checked,True,True,Completed
261,70,1,12,Electrical fault identified,True,False,Completed
262,70,2,10,Cooling system checked,True,False,Completed
263,70,3,8,Brake system inspection,True,False,In Progress
264,70,4,4,Engine oil replacement,False,False,Completed
265,70,5,6,Engine oil replacement,True,True,Completed
266,71,1,9,Engine oil replacement,False,False,Completed
267,71,2,9,Brake system inspection,False,False,Pending
268,71,3,10,Electrical fault identified,True,False,Completed
269,72,1,7,Electrical fault identified,True,False,Completed
270,72,2,10,Cooling system checked,True,False,In Progress
271,72,3,6,Cooling system checked,True,True,Completed
272,73,1,9,Normal wear detected,False,False,Completed
273,73,2,7,Routine preventive maintenance,True,False,Completed
274,73,3,2,Engine oil replacement,True,False,Completed
275,73,4,2,Electrical fault identified,True,False,Completed
276,73,5,3,Engine oil replacement,True,False,Completed
277,73,6,10,Routine preventive maintenance,True,False,Completed
278,74,1,9,Tyre replacement required,True,False,Completed
279,74,2,10,Engine oil replacement,True,False,Completed
280,74,3,12,Cooling system checked,True,False,Pending
281,75,1,3,Brake system inspection,True,False,Completed
282,75,2,5,Brake system inspection,True,False,Completed
283,75,3,12,Normal wear detected,False,False,Completed
284,75,4,9,Routine preventive maintenance,True,False,Completed
285,75,5,4,Tyre replacement required,True,False,Pending
286,75,6,4,Cooling system checked,True,False,Completed
287,76,1,2,Cooling system checked,True,False,Pending
288,76,2,1,Cooling system checked,True,False,Completed
289,76,3,8,Brake system inspection,True,False,In Progress
290,76,4,10,Normal wear detected,True,False,In Progress
291,76,5,10,Engine oil replacement,True,False,Completed
292,76,6,4,Electrical fault identified,False,False,Completed
293,77,1,6,Tyre replacement required,False,True,In Progress
294,77,2,6,Tyre replacement required,True,False,In Progress
295,77,3,8,Cooling system checked,True,True,Completed
296,77,4,1,Electrical fault identified,True,False,Completed
297,78,1,10,Electrical fault identified,True,False,Completed
298,78,2,6,Brake system inspection,False,True,In Progress
299,79,1,9,Electrical fault identified,True,False,Completed
300,79,2,12,Tyre replacement required,True,False,Completed
301,79,3,6,Tyre replacement required,True,False,In Progress
302,80,1,7,Brake system inspection,False,False,In Progress
303,80,2,9,Routine preventive maintenance,True,False,Completed
304,80,3,1,Tyre replacement required,True,False,Pending
305,81,1,10,Engine oil replacement,True,False,Pending
306,81,2,11,Electrical fault identified,True,False,Completed
307,81,3,7,Cooling system checked,True,True,In Progress
308,81,4,2,Engine oil replacement,True,False,In Progress
309,82,1,1,Engine oil replacement,True,False,Completed
310,82,2,3,Tyre replacement required,True,False,In Progress
311,82,3,7,Routine preventive maintenance,True,False,In Progress
312,82,4,4,Brake system inspection,True,False,Completed
313,83,1,12,Engine oil replacement,True,False,Completed
314,83,2,11,Engine oil replacement,True,True,Completed
315,83,3,8,Tyre replacement required,True,False,Completed
316,84,1,5,Cooling system checked,True,False,Pending
317,84,2,8,Engine oil replacement,True,True,Completed
318,84,3,6,Brake system inspection,True,False,Pending
319,84,4,9,Cooling system checked,False,False,In Progress
320,85,1,5,Cooling system checked,False,False,Completed
321,85,2,1,Electrical fault identified,False,False,Completed
322,85,3,4,Electrical fault identified,False,False,In Progress
323,85,4,9,Electrical fault identified,False,False,Completed
324,85,5,5,Normal wear detected,True,False,Pending
325,86,1,9,Routine preventive maintenance,False,False,Completed
326,86,2,3,Normal wear detected,True,False,Completed
327,87,1,5,Electrical fault identified,True,False,Completed
328,87,2,4,Electrical fault identified,False,False,Completed
329,87,3,1,Normal wear detected,True,False,In Progress
330,87,4,5,Brake system inspection,True,False,In Progress
331,87,5,4,Electrical fault identified,True,True,In Progress
332,87,6,7,Routine preventive maintenance,True,False,Completed
333,88,1,7,Normal wear detected,True,True,Pending
334,88,2,10,Tyre replacement required,False,False,Completed
335,88,3,2,Routine preventive maintenance,True,False,Completed
336,88,4,3,Routine preventive maintenance,True,False,Completed
337,88,5,5,Engine oil replacement,True,False,Completed
338,88,6,1,Engine oil replacement,False,False,Completed
339,89,1,5,Brake system inspection,False,False,Completed
340,89,2,1,Routine preventive maintenance,True,False,Pending
341,89,3,4,Brake system inspection,True,False,Completed
342,90,1,4,Normal wear detected,False,False,Pending
343,90,2,10,Cooling system checked,True,False,Completed
344,90,3,11,Routine preventive maintenance,True,False,In Progress
345,90,4,5,Tyre replacement required,True,False,Completed
346,91,1,1,Routine preventive maintenance,True,False,Completed
347,91,2,4,Cooling system checked,False,True,Completed
348,92,1,3,Tyre replacement required,True,False,Completed
349,92,2,9,Normal wear detected,True,False,Completed
350,92,3,6,Electrical fault identified,False,False,In Progress
351,92,4,11,Electrical fault identified,True,False,Pending
352,92,5,8,Engine oil replacement,True,False,Completed
353,92,6,12,Routine preventive maintenance,True,False,Completed
354,93,1,1,Engine oil replacement,True,False,Completed
355,93,2,9,Tyre replacement required,True,False,Completed
356,93,3,7,Cooling system checked,True,False,Completed
357,93,4,7,Normal wear detected,True,False,Completed
358,93,5,8,Routine preventive maintenance,True,False,Completed
359,93,6,3,Tyre replacement required,True,False,Completed
360,94,1,12,Routine preventive maintenance,False,False,Pending
361,94,2,5,Electrical fault identified,True,False,Completed
362,94,3,9,Normal wear detected,True,False,Completed
363,94,4,4,Normal wear detected,True,False,Completed
364,94,5,8,Brake system inspection,True,False,Completed
365,94,6,6,Engine oil replacement,True,False,Completed
366,95,1,12,Brake system inspection,True,False,Completed
367,95,2,2,Normal wear detected,True,False,Completed
368,95,3,2,Electrical fault identified,True,False,In Progress
369,96,1,7,Tyre replacement required,True,False,Completed
370,96,2,4,Normal wear detected,True,True,In Progress
371,97,1,12,Normal wear detected,False,False,Completed
372,97,2,10,Electrical fault identified,False,False,Completed
373,98,1,4,Electrical fault identified,True,False,In Progress
374,98,2,7,Electrical fault identified,True,False,In Progress
375,99,1,3,Cooling system checked,True,False,In Progress
376,99,2,7,Brake system inspection,True,False,Pending
377,99,3,12,Routine preventive maintenance,True,False,Completed
378,99,4,4,Normal wear detected,False,False,Pending
379,99,5,3,Cooling system checked,True,False,In Progress
380,100,1,7,Brake system inspection,True,False,In Progress
381,100,2,9,Electrical fault identified,False,False,Completed
382,100,3,9,Electrical fault identified,True,False,Completed
383,100,4,3,Cooling system checked,True,False,Completed
384,101,1,9,Cooling system checked,True,False,Completed
385,101,2,9,Cooling system checked,True,False,Pending
386,102,1,4,Engine oil replacement,True,False,Completed
387,102,2,5,Electrical fault identified,True,False,In Progress
388,102,3,7,Engine oil replacement,True,True,Completed
389,103,1,4,Normal wear detected,True,False,Completed
390,103,2,3,Normal wear detected,True,False,In Progress
391,104,1,9,Normal wear detected,True,False,Completed
392,104,2,1,Cooling system checked,True,False,Completed
393,104,3,5,Routine preventive maintenance,True,False,Completed
394,105,1,4,Engine oil replacement,True,False,Pending
395,105,2,9,Cooling system checked,True,False,Pending
396,106,1,5,Normal wear detected,True,False,Completed
397,106,2,4,Engine oil replacement,True,False,Completed
398,106,3,1,Electrical fault identified,True,False,Completed
399,106,4,7,Engine oil replacement,True,False,Completed
400,106,5,1,Engine oil replacement,True,False,In Progress
401,107,1,8,Normal wear detected,True,False,Completed
402,107,2,5,Cooling system checked,True,False,Completed
403,107,3,9,Brake system inspection,True,False,Completed
404,108,1,5,Routine preventive maintenance,False,False,Completed
405,108,2,9,Normal wear detected,True,False,Completed
406,108,3,11,Tyre replacement required,True,False,Completed
407,109,1,10,Brake system inspection,True,False,Pending
408,109,2,10,Routine preventive maintenance,True,False,Completed
409,109,3,9,Normal wear detected,True,False,In Progress
410,110,1,10,Engine oil replacement,True,False,Pending
411,110,2,11,Tyre replacement required,True,False,Completed
412,110,3,12,Brake system inspection,True,False,Pending
413,111,1,5,Routine preventive maintenance,True,True,Completed
414,111,2,1,Routine preventive maintenance,True,False,Completed
415,111,3,9,Cooling system checked,True,False,Pending
416,111,4,10,Engine oil replacement,False,False,Completed
417,112,1,10,Electrical fault identified,True,False,Completed
418,112,2,9,Brake system inspection,True,False,Completed
419,112,3,11,Engine oil replacement,True,False,Completed
420,112,4,12,Routine preventive maintenance,True,False,Pending
421,113,1,10,Routine preventive maintenance,False,True,Completed
422,113,2,11,Routine preventive maintenance,True,False,Completed
423,113,3,2,Electrical fault identified,False,False,Completed
424,113,4,9,Engine oil replacement,True,False,In Progress
425,113,5,5,Tyre replacement required,False,False,Pending
426,113,6,1,Engine oil replacement,True,False,Completed
427,114,1,5,Routine preventive maintenance,True,False,Completed
428,114,2,3,Normal wear detected,True,False,Completed
429,114,3,4,Cooling system checked,True,False,In Progress
430,115,1,5,Brake system inspection,True,False,Pending
431,115,2,7,Routine preventive maintenance,True,False,Completed
432,115,3,7,Cooling system checked,False,False,Completed
433,115,4,5,Normal wear detected,False,False,Completed
434,116,1,7,Cooling system checked,True,False,In Progress
435,116,2,5,Tyre replacement required,True,False,Completed
436,116,3,3,Routine preventive maintenance,True,False,Pending
437,116,4,5,Normal wear detected,True,False,In Progress
438,116,5,1,Routine preventive maintenance,False,False,Completed
439,117,1,11,Normal wear detected,True,False,Completed
440,117,2,11,Brake system inspection,False,False,Completed
441,117,3,6,Routine preventive maintenance,False,False,Completed
442,117,4,12,Normal wear detected,True,False,In Progress
443,117,5,10,Brake system inspection,False,False,Completed
444,118,1,1,Tyre replacement required,False,False,Completed
445,118,2,10,Brake system inspection,True,False,Pending
446,119,1,10,Normal wear detected,True,False,Completed
447,119,2,10,Normal wear detected,True,False,Completed
448,120,1,10,Tyre replacement required,True,False,Pending
449,120,2,11,Routine preventive maintenance,False,False,In Progress
450,120,3,2,Normal wear detected,True,False,In Progress
451,120,4,3,Electrical fault identified,True,False,In Progress
452,120,5,11,Routine preventive maintenance,False,False,Completed
453,121,1,6,Tyre replacement required,True,False,Completed
454,121,2,11,Routine preventive maintenance,True,False,Completed
455,121,3,1,Normal wear detected,True,False,Completed
456,122,1,6,Cooling system checked,True,False,Completed
457,122,2,12,Normal wear detected,True,False,Completed
458,122,3,3,Tyre replacement required,True,False,In Progress
459,122,4,5,Cooling system checked,True,False,Completed
460,122,5,2,Normal wear detected,True,True,In Progress
461,122,6,2,Normal wear detected,False,False,Completed
462,123,1,5,Engine oil replacement,True,False,Completed
463,123,2,8,Normal wear detected,False,False,Completed
464,123,3,2,Normal wear detected,True,False,In Progress
465,123,4,1,Tyre replacement required,True,True,Completed
466,124,1,9,Electrical fault identified,True,False,In Progress
467,124,2,11,Tyre replacement required,True,False,Completed
468,124,3,10,Cooling system checked,True,False,Completed
469,124,4,6,Cooling system checked,True,False,Completed
470,124,5,12,Normal wear detected,True,False,Pending
471,125,1,4,Engine oil replacement,False,False,Completed
472,125,2,2,Engine oil replacement,True,False,Completed
473,125,3,11,Cooling system checked,True,False,Completed
474,126,1,8,Brake system inspection,False,True,Pending
475,126,2,9,Engine oil replacement,False,False,Completed
476,126,3,9,Cooling system checked,True,False,In Progress
477,127,1,9,Tyre replacement required,True,False,Completed
478,127,2,8,Tyre replacement required,True,True,Completed
479,127,3,8,Electrical fault identified,True,False,Completed
480,128,1,12,Normal wear detected,True,False,Completed
481,128,2,3,Cooling system checked,True,True,Completed
482,129,1,5,Tyre replacement required,True,False,Completed
483,129,2,11,Cooling system checked,True,False,Pending
484,129,3,10,Tyre replacement required,True,False,Completed
485,129,4,9,Cooling system checked,False,False,Completed
486,129,5,8,Brake system inspection,True,True,Completed
487,129,6,8,Normal wear detected,True,False,In Progress
488,130,1,3,Normal wear detected,False,False,Completed
489,130,2,3,Engine oil replacement,True,False,Completed
490,131,1,9,Routine preventive maintenance,True,False,Pending
491,131,2,4,Electrical fault identified,False,False,Completed
492,131,3,4,Tyre replacement required,True,False,Completed
493,131,4,8,Electrical fault identified,True,False,In Progress
494,131,5,4,Electrical fault identified,True,False,In Progress
495,131,6,7,Engine oil replacement,True,False,Completed
496,132,1,3,Cooling system checked,True,False,Completed
497,132,2,1,Tyre replacement required,True,False,Completed
498,133,1,6,Engine oil replacement,True,False,Completed
499,133,2,4,Brake system inspection,True,False,Completed
500,133,3,4,Routine preventive maintenance,True,False,Completed
501,133,4,10,Engine oil replacement,True,False,In Progress
502,134,1,11,Normal wear detected,True,False,In Progress
503,134,2,4,Routine preventive maintenance,True,False,Pending
504,135,1,12,Brake system inspection,True,False,In Progress
505,135,2,11,Engine oil replacement,True,False,In Progress
506,135,3,4,Routine preventive maintenance,False,False,Completed
507,136,1,10,Engine oil replacement,True,False,Completed
508,136,2,3,Routine preventive maintenance,True,False,In Progress
509,136,3,3,Tyre replacement required,True,False,Completed
510,136,4,4,Brake system inspection,True,False,In Progress
511,136,5,3,Cooling system checked,True,False,In Progress
512,136,6,1,Routine preventive maintenance,True,False,Completed
513,137,1,6,Cooling system checked,True,False,Completed
514,137,2,6,Routine preventive maintenance,True,False,Completed
515,137,3,4,Engine oil replacement,True,False,Completed
516,138,1,9,Engine oil replacement,True,False,Completed
517,138,2,7,Cooling system checked,True,False,Completed
518,138,3,4,Routine preventive maintenance,True,False,Completed
519,139,1,3,Electrical fault identified,False,False,Pending
520,139,2,7,Routine preventive maintenance,True,False,In Progress
521,140,1,7,Cooling system checked,True,False,In Progress
522,140,2,7,Brake system inspection,True,False,Pending
523,140,3,8,Tyre replacement required,True,False,In Progress
524,140,4,6,Brake system inspection,True,False,Completed
525,140,5,4,Electrical fault identified,False,False,Completed
526,140,6,9,Engine oil replacement,True,False,Completed
527,141,1,1,Tyre replacement required,False,False,Completed
528,141,2,4,Cooling system checked,True,False,Completed
529,141,3,10,Engine oil replacement,True,False,Completed
530,141,4,1,Cooling system checked,True,False,In Progress
531,141,5,6,Cooling system checked,False,False,Completed
532,141,6,5,Brake system inspection,True,False,In Progress
533,142,1,1,Routine preventive maintenance,True,False,Completed
534,142,2,11,Engine oil replacement,False,False,Completed
535,142,3,7,Engine oil replacement,True,False,In Progress
536,143,1,7,Cooling system checked,True,False,Pending
537,143,2,3,Engine oil replacement,True,False,Completed
538,143,3,10,Engine oil replacement,True,False,Pending
539,143,4,12,Brake system inspection,True,False,Completed
540,143,5,11,Tyre replacement required,True,False,Completed
541,143,6,7,Electrical fault identified,True,True,Completed
542,144,1,6,Electrical fault identified,True,False,Completed
543,144,2,4,Tyre replacement required,True,False,Completed
544,144,3,5,Tyre replacement required,False,False,Pending
545,144,4,6,Tyre replacement required,False,False,Pending
546,145,1,5,Cooling system checked,True,False,Completed
547,145,2,3,Routine preventive maintenance,True,False,Completed
548,145,3,3,Electrical fault identified,True,False,Completed
549,145,4,9,Cooling system checked,True,False,Pending
550,145,5,9,Normal wear detected,True,False,Completed
551,146,1,10,Cooling system checked,True,False,In Progress
552,146,2,1,Tyre replacement required,True,False,Completed
553,146,3,2,Engine oil replacement,True,False,Pending
554,146,4,11,Brake system inspection,True,False,Pending
555,146,5,8,Brake system inspection,True,False,Completed
